0,0.09977726790952682,
1,0.01830520264322866,
2,0.024002531918792556,
3,0.006920360373539862,
4,0.005996471406986593,
5,0.003817235500711783,
6,0.0032580031390198683,
7,0.005165866546363813,
8,0.003922890733503272,
9,0.003606434966180042,
10,0.0062334098773555785,
11,0.0033655681233286834,
12,0.0017548014688195945,
13,0.002079065613962969,
14,0.01304971887776176,
15,0.025722915431751522,
16,0.009892609409210953,
17,0.004706526379446322,
18,0.003142802419064257,
19,0.0024494721811825987,
20,0.0029365652196441145,
21,0.004025941078876901,
22,0.0025006874112769545,
23,0.0017615483189773293,
24,0.0017215723473774404,
25,0.004534499215032144,
26,0.02029984366933946,
27,0.007698492443380648,
28,0.004422077614569528,
29,0.003165249349010235,
30,0.0035572232605275704,
31,0.0037770977984828047,
32,0.0026389496133669013,
33,0.0029300614989244116,
34,0.0023578041059426793,
35,0.0025787195776245525,
36,0.0016991968506190806,
37,0.005296531122229052,
38,0.003083759083814714,
39,0.010814142802421515,
40,0.004768360051232918,
41,0.002193037499651722,
42,0.0019257301035746257,
43,0.0015470871999279463,
44,0.0015744387853191184,
45,0.0021618310354072634,
46,0.0014206892742866894,
47,0.0013246817626720287,
48,0.0011030564290589824,
49,0.0013573244247307632,
50,0.0009944739104902549,
51,0.001829724910228837,
52,0.0015652770834911974,
53,0.0012245805027447235,
54,0.0010909503498847976,
55,0.0016810355368188541,
56,0.0010694968798471032,
57,0.000973045437585183,
